"id","en_label","en_description","enwiki_title"
"56808031","Thomas Schubert","researcher (ORCID 0000-0002-9709-3287)",""
"114137187","Ian Griffiths","",""
"100719084","Jason Alexander","college basketball player (1992–1996) Rhode Island; Stetson",""
"110041177","Michael Middleton","1917-2009; nnaa; Middleton, Michael Humfrey, 1917-",""
"260645","Behati Prinsloo","Namibian model","Behati Prinsloo"
"3956186","Sergio Mattarella","President of Italy since 2015","Sergio Mattarella"
"2724292","Willem Endstra","Dutch businessman (1953–2004)","Willem Endstra"
"76375292","Natalia Mapelli Mozzi","elder sister of Edoardo Mapelli Mozzi, sister-in-law of Princess Beatrice",""
"1677093","Jack Langrishe","American actor (1839-1895)","Jack Langrishe"
"63034806","Jordyn Poulter","American volleyball player","Jordyn Poulter"
"82270480","Masakoto Kanezashi","researcher",""
"1389257","Pavlos Carrer","Greek composer","Pavlos Carrer"
"159347","Steve McQueen","American actor (1930–1980)","Steve McQueen"
"165709","Princess Eugenie","younger daughter of Prince Andrew, Duke of York, and Sarah, Duchess of York","Princess Eugenie"
"37830490","Hugh Grantham","researcher",""
"5218019","Daniel Mackinnon","Scottish Colonel of the Coldstream Guards","Daniel Mackinnon"
"26712882","Nadja Korotkova","researcher",""
"110557229","Katharina","",""
"99639202","Brian Mayberry","","Brian Mayberry"
"125409","Charles Jacque","French painter (1813-1894)","Charles Jacque"
"48008912","Stéphanie Seydoux","French official",""
"556589","Austin Mahone","American pop singer","Austin Mahone"
"93221460","Mario López Barrio","",""
"28919977","John Lee","animation artist",""
"353828","Sonny Criss","American jazz musician","Sonny Criss"
"85825","Werner Hoyer","German politician","Werner Hoyer"
"310715","Henri Fantin-Latour","French Painter and Printmaker (1836-1904)","Henri Fantin-Latour"
"28109921","Christina Schwarzenegger","American actress",""
"1513677","Gerit Kling","German actress","Gerit Kling"
"117021424","Emma Thompson (footballer)","",""
"235198","Holland Taylor","American actress","Holland Taylor"
"823939","Bernd Neuendorf","German journalist","Bernd Neuendorf"
"607793","Dave Foley","Canadian actor (born 1963)","Dave Foley"
"112373162","Petr Fiala","",""
"2957880","Charlene McKenna","Irish actress","Charlene McKenna"
"295020","Tony Hawk","American professional skateboarder","Tony Hawk"
"108667106","Lucie de la Falaise","Welsh-French fashion stylist, former model, and socialite","Lucie de la Falaise"
"64152478","Barbara Dorothy Eden","wife of Peter Calvocoressi, daughter of 6th Baron Henley, 1915-2005",""
"75478467","Michael Jackson","Peerage person ID=166742",""
"6260373","John Taylor","British documentary filmmaker (1914-1992)","John Taylor (documentary filmmaker)"
"269500","Chad Smith","American drummer","Chad Smith"
"551963","Louis II, Count of Loon","count of Loon","Louis II, Count of Loon"
"111184335","Glenn Diesen","Norwegian writer","Glenn Diesen"
"100743656","David Arnold","college basketball player (1988–1988) Little Rock",""
"5643527","H. W. Wilson","American publisher (1868-1954)","Halsey William Wilson"
"113555299","Dhoihir Dhoulkamal","Comorian politician","Dhoihir Dhoulkamal"
"436422","Anne-Marie Johnson","American Actress and impressionist","Anne-Marie Johnson"
"106694944","Nadja Kunz","researcher",""
"314477","Haakon the Good","King of Norway","Haakon the Good"
"73036175","Felix Kammerer","Austrian actor","Felix Kammerer"
"93049830","Michael Cohen-Wolkowiez","researcher (ORCID 0000-0002-2458-2266)",""
"42574","James Cameron","Canadian filmmaker (born 1954)","James Cameron"
"17291209","Dijana Djokovic","mother of Novak Djokovic",""
"3993116","Tonino Costanzo","Italian basketball coach",""
"56862922","Antonio Costa","researcher (ORCID 0000-0002-9418-7798)",""
"60290810","Laia Flores","Spanish basketball player",""
"74220232","Petra Paulsen","1966-",""
"101555854","Goetz Elbertzhagen","Jenny Elvers-Elbertzhagen's husband",""
"106602540","Thomas Müller","German jurist",""
"26695","Lionel Richie","American singer-songwriter, musician, record producer and actor","Lionel Richie"
"21176668","Tom Brady","Australian player of Australian rules football","Tom Brady (Australian footballer)"
"13604058","Halsey Ives","Director of an American museum","Halsey Ives"
"110812967","Csaba Kőrösi","Hungarian diplomat","Csaba Kőrösi"
"2448076","Alexianne Castel","French swimmer","Alexianne Castel"
"72953414","Florian Fischer","German philosopher",""
"51191476","Khalid Saad Khabar","researcher",""
"1799046","Jeppe Kofod","Danish politician","Jeppe Kofod"
"4980184","Bryan Johnson","American podcaster","Bryan Johnson (comic book writer)"
"104839692","George Miller","South African soccer player","George Miller (soccer, born 1927)"
"44305762","Katja Krasavice","German singer, rapper and YouTuber","Katja Krasavice"
"23889101","Joris Hessels","",""
"11135857","Haakon Koch","Norwegian politician",""
"30123100","Matt Smith","Australian duathlete","Matt Smith (duathlete)"
"180224","Lenny Kravitz","American singer and musician","Lenny Kravitz"
"5056457","Cecilia Pantoja","Chilean musician","Cecilia Pantoja"
"332032","Alice Cooper","American singer (born 1948)","Alice Cooper"
"100880192","Steve Martin","college basketball player (1962–1963) Denver",""
"112236470","Schürze","",""
"89699592","Seok Jin Kim","researcher",""
"18879035","John Taylor","American landscape painter (c.1735–1806)",""
"16576605","Mark Owen","American writer","Matt Bissonnette (author)"
"21537419","Eric White","(1915-1989) public relations consultant",""
"12293708","Silvia","Bulgarian singer",""
"12347990","Franz Joseph Zimmermann","",""
"18159072","Paul Walker","American football player (1925-1972)","Paul Walker (American football)"
"3380272","Philippe Mac Daniel","",""
"1040084","Carl Philipp of Innhausen and Knyphausen","noble",""
"102535270","Charles-Michel Marchetti","Ph.D. Université Aix-Marseille 1986",""
"1715292","Jörg Dräger","German physicist, politician and manager","Jörg Dräger"
"5147723","Colman Domingo","American actor (born 1969)","Colman Domingo"
"5770757","Hiroshi Abe","War criminal","Hiroshi Abe (war criminal)"
"119562","Sergio Agüero","Argentine association football player","Sergio Agüero"
"380095","Christopher Meloni","American actor (born 1961)","Christopher Meloni"
"315610","Giovanni Agnelli","Italian entrepreneur (1866-1945)","Giovanni Agnelli"
"1927305","Michael Dornheim","German volleyball player",""
"314421","Jason Biggs","American actor","Jason Biggs"
"112225071","Christelle Kocher","French fashion designer",""
"89180469","John D Chovan","researcher (ORCID 0000-0001-9163-3329)",""
"1004037","Frederik, Crown Prince of Denmark","heir apparent to the throne of Denmark","Frederik, Crown Prince of Denmark"
"270820","Margrethe Vestager","Danish politician","Margrethe Vestager"
"108154297","Nicolas Brown","film producer",""
"100980170","Tom Becker","college basketball player (2002–2002) Milwaukee",""
"63363840","Joshua Jackson","researcher",""
"61780311","Simone Ashley","British actress","Simone Ashley"
"276349","Tal Ben Haim","Israeli association football player (born 1982)","Tal Ben Haim"
"43376223","Anne-Marie Gerdes","læge, forsker",""
"168763","Liv Tyler","American actress, producer and former model","Liv Tyler"
"75405057","William Adams","(born 1660)",""
"1396120","Yair Lapid","Israeli politician","Yair Lapid"
"1377558","Henry Thomas","boxer","Henry Thomas (boxer)"
"100986091","Sam Smith","college basketball player (1955–1956) South Carolina",""
"2379307","Princess Eugénie of Greece and Denmark","Greek princess (1910-1989)","Princess Eugénie of Greece and Denmark"
"56867238","Stephen L. Olsen","particle physicist",""
"65029061","Self Esteem","English singer-songwriter","Self Esteem (musician)"
"224611","Beatrice of Swabia","Holy Roman Empress (1198-1212)","Beatrice of Swabia"
"26902009","Ashton Sanders","American actor","Ashton Sanders"
"28924390","William Adams","English lifesaver, swimmer, and swimming instructor (1864-1913)","William Adams (lifesaver)"
"62079930","Ellen Margrethe Schrøder","",""
"100766516","Austin Butler","American basketball player",""
"26997961","Daniel Cory","American writer (1904-1972)","Daniel Cory"
"76234447","Anne Tyrrell","Peerage person ID=625245",""
"17305993","Imaan Hammam","Dutch fashion model","Imaan Hammam"
"16221407","Jason Lewis","British actor and comedian","Jason Lewis (comedian)"
"19161675","Timothée Sauriol","Canadian physician",""
"76883149","Hendrik Wittocx","Belgian architect",""
"56511358","Gayle M Davey","researcher",""
"4152271","Nicholas Hourwich","",""
"5233037","David Dorward","Alberta politician","David Dorward"
"334294","Anatoly Sobchak","Russian politician (1937-2000)","Anatoly Sobchak"
"55085225","Steve W. Martin","American sales consultant",""
"77288370","Steven B. Smith","American photographer",""
"110505970","Ulrich Walter","1418 Augsburg, Bavaria - 1 Jan 1504/1505 Augsburg",""
"102433555","third son of Jeff Bezos","son of Jeff Bezos",""
"75668646","William Adams","(1837-1908)",""
"76","Barack Obama","president of the United States from 2009 to 2017","Barack Obama"
"6451156","Kyle Fraser-Allen","English footballer (born 1990)","Kyle Fraser-Allen"
"76075460","George Miller","(died 1755)",""
"82667","Mark Webber","Australian professional racing driver","Mark Webber (racing driver)"
"1431984","Jürgen Götze","German professor, father of Mario Götze",""
"229760","Rita Ora","English singer and songwriter","Rita Ora"
"73035272","Mark J. Olsen","researcher",""
"1991022","Pelé","association football player","Pelé (footballer, born 1991)"
"387161","Nikolaos Deligiannis","Greek politician","Nikolaos Deligiannis"
"72602203","Noel Gallagher","cyclist",""
"88037833","Aikou Okamoto","researcher",""
"1045606","Carsten Linnemann","German economist, politician","Carsten Linnemann"
"102281292","Scott Owen Wilson","Ph.D. State University of New York at Stony Brook 2005",""
"75457933","Alice Georgina Dixey","(born 1876)",""
"112545098","Aitch","",""
"41953957","Stephen E Langabeer","researcher",""
"73830882","Robert J. Wood","researcher",""
"58271171","Joris de Vente","researcher, ORCID id # 0000-0001-7428-0621",""
"85674675","Niamh Algar","Irish actress","Niamh Algar"
"100876162","Jason Lewis","college basketball player (2001–2002) Eastern Washington",""
"97483637","Leony","German pop singer","Leony"
"47007474","James Wolfe Murray","British Army officer (1814–1890)",""
"41083506","Paola Bolognesi","researcher",""
"84315205","Micheal Ward","Jamaican-British actor","Micheal Ward"
"58592","Daniel Brühl","German actor","Daniel Brühl"
"94692432","Mathilde Feldern-Rolf","Austrian writer",""
"59674027","Alan Cummings","researcher ORCID ID = 0000-0002-3840-7696",""
"1449831","Franz Zimmert","German association football player",""
"76232796","Sarah Harrison","(1751-1818)",""
"18917193","Patrick McCormick","Church of England clergyman",""
"54233197","Aitch","Romanian artist",""
"39259","Recep Tayyip Erdoğan","President of the Republic of Turkey since 2014","Recep Tayyip Erdoğan"
"18764122","Jillian Hervey","American singer","Jillian Hervey"
"22019053","Katie Moss","British composer, violinist, pianist and singer","Katie Moss"
"235740","Busy Philipps","American actress","Busy Philipps"
"232913","Beatrice Portinari","Dante's muse","Beatrice Portinari"
"62361","Jimi Blue Ochsenknecht","German actor","Jimi Blue Ochsenknecht"
"29444395","Henhen Herdiana","association football player","Henhen Herdiana"
"334142","Hartley Shawcross","British politician (1902-2003)","Hartley Shawcross"
"53040","Franco Zeffirelli","Italian director and politician (1923-2019)","Franco Zeffirelli"
"45854479","Maëva Coucke","French model, Miss France 2018","Maëva Coucke"
"79629893","Juanes Zelaya Ypenza","1673-03-18",""
"55777427","William M. Adams","researcher",""
"7967720","Wang Yi","Chinese poet and librarian (89–158)","Wang Yi (librarian)"
"167877","Michael Jackson","English writer and journalist","Michael Jackson (writer)"
"72952520","Jason Blumenthal","film producer",""
"233282","Lyudmila Ocheretnaya","Russian linguist and 1983–2013 wife of Russian president Vladimir Putin","Lyudmila Putina"
"90459","Rolf Kalmuczak","German author","Rolf Kalmuczak"
"3364305","Masako Kondo","Japanese volleyball player","Masako Kondo"
"4909785","Bill Krisher","American football player","Bill Krisher"
"6196359","Jim Lees","Australian police commissioner","Jim Lees"
"75630153","William Vigors Adams","(1859-1867)",""
"4407963","Lauren Sánchez","American media personality","Lauren Sánchez"
"45437369","Shi Zixian","Yuan dynasty person CBDB = 113157",""
"59240267","Stephen Duke-McKenna","English association football player (born 2000)","Stephen Duke-McKenna"
"459349","Noah Baumbach","American filmmaker","Noah Baumbach"
"24663887","Michael Ford","Canadian municipal politician","Michael Ford (politician)"
"64667443","John A Lee","researcher",""
"89075404","William H Adams","researcher",""
"51533360","Elif Şenkuytu","researcher",""
"564889","Queen Anne-Marie of Greece","wife of King Constantine II of Greece; titular Queen consort of Greece","Queen Anne-Marie of Greece"
"99538","Anne Haug","German triathlete","Anne Haug"
"615937","Ian Poulter","English professional golfer","Ian Poulter"
"86833138","Jason K Moore","researcher",""
